fieldsurfacetype,streetno,sportsplayed,facilityname,numberfieldcourts,facilitycondition,facilityupgradeage,facility_id,postcode,facilityage,streettype,changerooms,longitude,latitude,faciltysportplayedid,objectid,suburbtown,lga,streetname
Artificial Turf,null,Tennis (Outdoor),Balmoral Park Reserve,6,2. Poor,N/A,BAWBAW12081,3818,26 - 50 Years,Street,Same as above,145.852498,-38.12713,19876,723,DROUIN,BAW BAW,Bennett
"Asphalt, Plexipave",null,Tennis (Outdoor),Balmoral Park Reserve,2,2. Poor,N/A,BAWBAW12081,3818,26 - 50 Years,Street,null,145.852498,-38.12713,19877,724,DROUIN,BAW BAW,Bennett
Hard Court,null,Tennis (Outdoor),Hallora Recreation Reserve,2,2. Poor,N/A,BAWBAW12088,3818,51 Years +,Road,null,145.822667,-38.251238,19890,728,HALLORA,BAW BAW,Main South
Asphalt,null,Tennis (Outdoor),Longwarry Recreation Reserve,2,null,null,BAWBAW12092,3816,null,Street,null,145.763789,-38.116862,19898,731,LONGWARRY,BAW BAW,Collett
Asphalt,null,Tennis (Outdoor),Modella tennis Club,2,2. Poor,null,BAWBAW12094,3816,null,Road,null,145.710863,-38.186016,19900,733,MODELLA,BAW BAW,Kooweerup-Longwarry
Wooden Gymnasium,null,Volleyball,Bellbird Park Indoor Stadium,5,3. Average,11 + Years,BAWBAW12084,3818,26 - 50 Years,Road,"Female, Male",145.842993,-38.135303,19883,745,DROUIN,BAW BAW,Settlement
Grass Running Track,null,Athletics,Dendy Park,1,null,null,BAYSID12345,3186,null,Street,null,145.02322,-37.925092,20415,747,BRIGHTON EAST,BAYSIDE,Dendy
Synthetic Running Track,null,Athletics,Glamis Avenue Reserve,1,null,null,BAYSID12351,3188,null,Avenue,null,145.017855,-37.939513,20428,748,HAMPTON,BAYSIDE,Glamis
null,null,Athletics,Glamis Avenue Reserve,null,4. Good,null,BAYSID5411,null,26 - 50 Years,null,null,145.018,-37.9393,27663,749,null,BAYSIDE,null
Grass Running Track,null,Athletics,Wilson Reserve,1,null,null,BAYSID12372,3186,null,Cresent,null,144.993288,-37.909522,20460,750,BRIGHTON,BAYSIDE,Outer
Grass,null,Australian Rules Football,Banksia Reserve,1,null,null,BAYSID12384,3193,null,Parade,null,145.042191,-37.986546,20479,751,BEAUMARIS,BAYSIDE,Tramway
null,null,Australian Rules Football,Brighton Beach Oval,null,4. Good,null,BAYSID5409,null,51 Years +,null,null,144.9911,-37.9285,27661,752,null,BAYSIDE,null
Grass,null,Australian Rules Football,Brighton Beach Oval,1,null,null,BAYSID12330,3186,null,Road,"Male, Umpire/Officials",144.990557,-37.928371,20391,753,BRIGHTON,BAYSIDE,Beach
null,null,Australian Rules Football,Castlefield Reserve,1,4. Good,null,BAYSID5405,null,51 Years +,null,null,145.0119,-37.9335,27656,754,null,BAYSIDE,null
Grass,null,Australian Rules Football,Cheltenham Recreation Reserve,1,null,null,BAYSID12388,3192,null,Road,null,145.050831,-37.970663,20491,755,CHELTENHAM,BAYSIDE,Weatherall
null,null,Australian Rules Football,Dendy Park,3,4. Good,null,BAYSID5404,null,51 Years +,null,null,145.0227,-37.9256,27654,756,null,BAYSIDE,null
Grass,null,Australian Rules Football,Donald McDonald Reserve,1,null,null,BAYSID12358,3193,null,Road,null,145.026046,-37.981983,20442,757,BEAUMARIS,BAYSIDE,Haydens
Grass,null,Australian Rules Football,Easternwick Park Recreation Oval,1,null,null,BAYSID12352,3185,null,Road,null,144.99379,-37.884783,20431,758,ELSTERNWICK,BAYSIDE,Glenhuntly
Grass,null,Australian Rules Football,Peterson Street Reserve,1,null,null,BAYSID12376,3190,null,Street,null,145.026022,-37.945954,20469,760,HIGHETT,BAYSIDE,Peterson
null,null,Australian Rules Football,Peterson Street Reserve,2,3. Average,null,BAYSID5412,null,51 Years +,null,null,145.0261,-37.9459,27667,761,null,BAYSIDE,null
Grass,null,Australian Rules Football,Tjilatjirrin Reserve,1,null,null,BAYSID12385,3191,null,Street,null,145.023195,-37.961185,20483,762,SANDRINGHAM,BAYSIDE,Tulip
null,null,Australian Rules Football,Trevor Barker Beach Oval,null,4. Good,null,BAYSID5414,null,51 Years +,null,null,145.0002,-37.9449,27670,763,null,BAYSIDE,null
Grass,null,Australian Rules Football,Trevor Barker Oval,1,null,null,BAYSID12331,3191,null,Road,"Male, Umpire/Officials, Unisex",145.000241,-37.944789,20394,764,SANDRINGHAM,BAYSIDE,Beach
null,null,Australian Rules Football,William Street Reserve,1,4. Good,null,BAYSID5401,null,51 Years +,null,null,145.0042,-37.9131,27649,765,null,BAYSIDE,null
Grass,null,Australian Rules Football,William Street Reserve,1,null,null,BAYSID12392,3186,null,Street,null,145.004682,-37.913196,20498,766,BRIGHTON,BAYSIDE,William
null,null,Australian Rules Football,Wilson Reserve,1,4. Good,null,BAYSID5400,null,51 Years +,null,null,144.993,-37.9091,27647,767,null,BAYSIDE,null
Grass,null,Baseball,Moorabbin West Reserve,1,null,null,BAYSID12391,3188,null,Cresent,null,145.026844,-37.940487,20495,768,HAMPTON EAST,BAYSIDE,Widdop
Grass,null,Baseball,Tjilatjirrin Reserve,2,null,null,BAYSID12385,3191,null,Street,null,145.023195,-37.961185,20484,769,SANDRINGHAM,BAYSIDE,Tulip
Synthetic Pitch,null,Cricket,Balcombe Park Reserve,1,null,null,BAYSID12333,3193,null,Road,null,145.032051,-37.976708,20398,770,BEAUMARIS,BAYSIDE,Balcombe
Turf Pitch,null,Cricket,Banksia Reserve,1,null,null,BAYSID12384,3193,null,Parade,null,145.042191,-37.986546,20480,771,BEAUMARIS,BAYSIDE,Tramway
Synthetic Pitch,null,Cricket,Bay Road Reserve,2,null,null,BAYSID12361,3191,null,Road,null,145.026686,-37.956597,20446,772,SANDRINGHAM,BAYSIDE,Holloway
Turf Pitch,null,Cricket,Beaumaris Reserve,1,null,null,BAYSID12343,3193,null,Road,Same as above,145.035302,-37.983088,20412,773,BEAUMARIS,BAYSIDE,Dalgetty
Synthetic Pitch,null,Cricket,Black Rock Primary School,1,null,null,BAYSID12337,3193,null,Road,null,145.021871,-37.968214,20403,774,BLACK ROCK,BAYSIDE,Cheltenham
Turf Pitch,null,Cricket,Boss James Reserve,1,null,null,BAYSID12362,3188,null,Cresent,null,145.021452,-37.942545,20448,775,HAMPTON,BAYSIDE,James
null,null,Cricket,Brighton Beach Oval,null,4. Good,null,BAYSID5409,null,51 Years +,null,null,144.9911,-37.9285,27660,776,null,BAYSIDE,null
Turf Pitch,null,Cricket,Brighton Beach Oval,1,null,null,BAYSID12330,3186,null,Road,"Male, Umpire/Officials",144.990557,-37.928371,20392,777,BRIGHTON,BAYSIDE,Beach
Synthetic Pitch,null,Cricket,Brighton Cricket Oval,1,null,null,BAYSID12357,3186,null,Street,null,144.992759,-37.926673,20441,778,BRIGHTON,BAYSIDE,Hartley
Turf Pitch,null,Cricket,Brighton Cricket Oval,1,null,null,BAYSID12357,3186,null,Street,null,144.992759,-37.926673,20440,779,BRIGHTON,BAYSIDE,Hartley
null,null,Cricket,Castlefield Reserve,1,4. Good,null,BAYSID5405,null,51 Years +,null,null,145.0119,-37.9335,27655,780,null,BAYSIDE,null
Turf Pitch,null,Cricket,Castlefield Reserve,1,null,null,BAYSID12364,3188,null,Street,null,145.012073,-37.933475,20451,781,HAMPTON,BAYSIDE,Ludstone
Concrete Pitch,null,Cricket,Cheltenham Park,1,null,null,BAYSID12374,3192,null,Road,null,145.048751,-37.965588,20466,782,CHELTENHAM,BAYSIDE,Park
Synthetic Pitch,null,Cricket,Cheltenham Park,1,null,null,BAYSID12374,3192,null,Road,null,145.048751,-37.965588,20465,783,CHELTENHAM,BAYSIDE,Park
Turf Pitch,null,Cricket,Cheltenham Recreation Reserve,1,null,null,BAYSID12388,3192,null,Road,null,145.050831,-37.970663,20492,784,CHELTENHAM,BAYSIDE,Weatherall
Turf Pitch,null,Cricket,Dendy Park,3,null,null,BAYSID12345,3186,null,Street,null,145.02322,-37.925092,20416,785,BRIGHTON EAST,BAYSIDE,Dendy
null,null,Cricket,Dendy Park,3,4. Good,null,BAYSID5404,null,51 Years +,null,null,145.0227,-37.9256,27653,786,null,BAYSIDE,null
Synthetic Pitch,null,Cricket,Dendy Park,2,null,null,BAYSID12345,3186,null,Street,null,145.02322,-37.925092,20420,787,BRIGHTON EAST,BAYSIDE,Dendy
Synthetic Pitch,null,Cricket,Donald McDonald Reserve,1,null,null,BAYSID12358,3193,null,Road,null,145.026046,-37.981983,20443,788,BEAUMARIS,BAYSIDE,Haydens
Turf Pitch,null,Cricket,Easternwick Park Recreation Oval,2,null,null,BAYSID12352,3185,null,Road,null,144.99379,-37.884783,20432,789,ELSTERNWICK,BAYSIDE,Glenhuntly
Synthetic Pitch,null,Cricket,Elsternwick Park,2,null,null,BAYSID12359,3185,null,Street,null,144.99364,-37.890266,20444,790,ELSTERNWICK,BAYSIDE,Head
Synthetic Pitch,null,Cricket,Hurlingham Park,1,null,null,BAYSID12375,3186,null,Avenue,null,145.013991,-37.910418,20468,791,BRIGHTON,BAYSIDE,Palmer
Turf Pitch,null,Cricket,Hurlingham Park,1,null,null,BAYSID12375,3186,null,Avenue,null,145.013991,-37.910418,20467,792,BRIGHTON,BAYSIDE,Palmer
null,null,Cricket,Hurlingham Park,1,4. Good,null,BAYSID5402,null,51 Years +,null,null,145.0144,-37.9103,27650,793,null,BAYSIDE,null
Synthetic Pitch,null,Cricket,Moorabbin West Reserve,1,null,null,BAYSID12391,3188,null,Cresent,null,145.026844,-37.940487,20496,794,HAMPTON EAST,BAYSIDE,Widdop
Synthetic Pitch,null,Cricket,Peterson Street Reserve,2,null,null,BAYSID12376,3190,null,Street,null,145.026022,-37.945954,20470,795,HIGHETT,BAYSIDE,Peterson
null,null,Cricket,Peterson Street Reserve,2,3. Average,null,BAYSID5412,null,51 Years +,null,null,145.0261,-37.9459,27666,796,null,BAYSIDE,null
Synthetic Pitch,null,Cricket,R J Sillitoe Reserve,2,null,null,BAYSID12363,3186,null,Street,null,145.02106,-37.93424,20449,797,BRIGHTON,BAYSIDE,Lawson
Synthetic Pitch,null,Cricket,R.G. Chisholm Reserve,1,null,null,BAYSID12346,3191,null,Street,null,145.018094,-37.946924,20421,798,SANDRINGHAM,BAYSIDE,Duncan
Turf Pitch,null,Cricket,Shipston Reserve,1,null,null,BAYSID12342,3192,null,Road,"Female, Male, Umpire/Officials",145.048731,-37.968929,20409,799,CHELTENHAM,BAYSIDE,Crawford
Synthetic Pitch,null,Cricket,Tjilatjirrin Reserve,1,null,null,BAYSID12385,3191,null,Street,null,145.023195,-37.961185,20485,800,SANDRINGHAM,BAYSIDE,Tulip
Synthetic Pitch,null,Cricket,Trevor Barker Oval,1,null,null,BAYSID12331,3191,null,Road,"Male, Umpire/Officials",145.000241,-37.944789,20395,801,SANDRINGHAM,BAYSIDE,Beach
Synthetic Pitch,null,Cricket,Whyte Street Reserve,1,null,null,BAYSID12325,3186,null,Street,null,145.00018,-37.922026,20386,802,BRIGHTON,BAYSIDE,Armfield
Synthetic Pitch,null,Cricket,William Street Reserve,1,null,null,BAYSID12392,3186,null,Street,null,145.004682,-37.913196,20499,803,BRIGHTON,BAYSIDE,William
null,null,Cricket,William Street Reserve,1,4. Good,null,BAYSID5401,null,51 Years +,null,null,145.0042,-37.9131,27648,804,null,BAYSIDE,null
Turf Pitch,null,Cricket,Wilson Reserve,null,null,null,BAYSID12372,3186,null,Cresent,null,144.993288,-37.909522,20463,805,BRIGHTON,BAYSIDE,Outer
null,null,Cricket,Wilson Reserve,1,4. Good,null,BAYSID5400,null,51 Years +,null,null,144.993,-37.9091,27646,806,null,BAYSIDE,null
Synthetic Pitch,null,Cricket,Wilson Reserve,2,null,null,BAYSID12372,3186,null,Cresent,null,144.993288,-37.909522,20461,807,BRIGHTON,BAYSIDE,Outer
Synthetic Pitch,null,Cricket,WL Simpson Reserve,1,null,null,BAYSID12349,3188,null,Road,null,145.020934,-37.938019,20425,808,HAMPTON,BAYSIDE,Fewster
Grass,null,Croquet,Brighton Croquet Club,2,null,null,BAYSID12334,3186,null,Avenue,null,144.998341,-37.91351,20400,809,BRIGHTON,BAYSIDE,Bleazby
Grass,null,Croquet,Sandringham Tennis/Croquet Club,5,null,null,BAYSID12332,3191,null,Road,null,145.000587,-37.947532,20396,810,SANDRINGHAM,BAYSIDE,Beach
Grass,null,Croquet,Warleigh Croquet Club,2,null,null,BAYSID12387,3186,null,Grove,null,145.004256,-37.904824,20490,811,NORTH BRIGHTON,BAYSIDE,Warleigh
null,Jan-44,Fitness / Gymnasium Workouts,Body Focus Personal Training,null,null,null,BAYSID5559,3193,null,Street,null,145.035178,-37.985739,27909,812,BEAUMARIS,BAYSIDE,Edith
null,595,Fitness / Gymnasium Workouts,Bustamove Health & Fitness,1,null,null,BAYSID12326,3193,null,Road,null,145.017226,-37.975858,20387,813,BLACK ROCK,BAYSIDE,Balcombe
null,58,Fitness / Gymnasium Workouts,Contours Beaumaris,1,null,null,BAYSID12347,3193,null,Concourse,null,145.035107,-37.98531,20422,814,BEAUMARIS,BAYSIDE,East
null,15,Fitness / Gymnasium Workouts,Contours Brighton,1,null,null,BAYSID12366,3186,null,Street,null,144.996888,-37.915455,20453,815,BRIGHTON,BAYSIDE,Male
null,2,Fitness / Gymnasium Workouts,CoreWorks,1,null,null,BAYSID12365,3190,null,Street,null,145.052097,-37.954188,20452,816,HIGHETT,KINGSTON,Maher
null,347,Fitness / Gymnasium Workouts,Crossfit Sandringham,1,null,null,BAYSID12329,3191,null,Road,null,145.041051,-37.955577,20390,817,SANDRINGHAM,BAYSIDE,Bay
null,557,Fitness / Gymnasium Workouts,Curves Hampton,1,null,null,BAYSID12355,3188,null,Street,null,145.003427,-37.930743,20438,818,HAMPTON,BAYSIDE,Hampton
null,193A,Fitness / Gymnasium Workouts,F45,1,null,null,BAYSID12327,3186,null,Street,null,144.998553,-37.904765,20388,819,BRIGHTON,BAYSIDE,Bay
null,1261,Fitness / Gymnasium Workouts,Fernwood Southland,1,null,null,BAYSID12370,3192,null,Hwy,null,145.055608,-37.961717,20458,820,CHELTENHAM,KINGSTON,Nepean
null,115,Fitness / Gymnasium Workouts,Fit 4 Living,1,null,null,BAYSID12368,3186,null,Street,null,145.002133,-37.897035,20456,821,BRIGHTON,BAYSIDE,Martin
null,148,Fitness / Gymnasium Workouts,Fit To Go,1,null,null,BAYSID12340,3192,null,Road,null,145.059633,-37.950318,20407,822,CHELTENHAM,KINGSTON,Chesterville
null,241 - 245,Fitness / Gymnasium Workouts,Fitness First Bayside,1,null,null,BAYSID12328,3190,null,Road,null,145.031245,-37.954689,20389,823,HIGHETT,BAYSIDE,Bay
null,531,Fitness / Gymnasium Workouts,Fitness First Brighton,1,null,null,BAYSID12369,3187,null,Hwy,null,145.012179,-37.909073,20457,824,BRIGHTON EAST,BAYSIDE,Nepean
null,338,Fitness / Gymnasium Workouts,Gecko Kids Fitness,1,null,null,BAYSID12380,3188,null,Road,null,145.032562,-37.933029,20475,825,HAMPTON EAST,BAYSIDE,South
null,350,Fitness / Gymnasium Workouts,Hampton Ladies Health Club,1,null,null,BAYSID12354,3188,null,Street,null,145.001437,-37.943313,20437,826,HAMPTON,BAYSIDE,Hampton
null,515,Fitness / Gymnasium Workouts,Harpers Fitness,1,null,null,BAYSID12335,3188,null,Road,null,145.024412,-37.93273,20401,827,HAMPTON,BAYSIDE,Bluff
null,328,Fitness / Gymnasium Workouts,Higher Level Training,1,null,null,BAYSID12378,3192,null,Road,null,145.037921,-37.961513,20472,828,CHELTENHAM,BAYSIDE,Reserve
null,251,Fitness / Gymnasium Workouts,Middle Brighton Gymnasium,1,null,null,BAYSID12382,3186,null,null,null,144.995686,-37.908425,20477,829,BRIGHTON,BAYSIDE,The Esplanade
null,210,Fitness / Gymnasium Workouts,One Fitness,1,null,null,BAYSID12371,3186,null,Street,null,144.999266,-37.905149,20459,830,BRIGHTON,BAYSIDE,Bay
null,258,Fitness / Gymnasium Workouts,Push it Fitness & Health,1,null,null,BAYSID12336,3192,null,Road,null,145.0553,-37.968661,20402,831,CHELTENHAM,KINGSTON,Charman
null,10,Fitness / Gymnasium Workouts,Re-Creation Health Club,1,null,null,BAYSID12377,3188,null,Walk North,null,145.054104,-37.904768,20471,832,HAMPTON,GLEN EIRA,Railway
null,150,Fitness / Gymnasium Workouts,Re-Creation Health Club,null,null,null,BAYSID12386,3191,null,Street,null,145.054104,-37.904768,20489,833,SANDRINGHAM,GLEN EIRA,Tulip
null,8,Fitness / Gymnasium Workouts,Red Team Health & Fitness,1,null,null,BAYSID12393,3188,null,Street,null,145.000013,-37.93622,20500,834,HAMPTON,BAYSIDE,Willis
null,376,Fitness / Gymnasium Workouts,Strides Ahead,1,null,null,BAYSID12360,3190,null,Road,null,145.045373,-37.949307,20445,835,HIGHETT,KINGSTON,Highett
null,null,Golf,Brighton Golf Course,null,4. Good,null,BAYSID5403,null,51 Years +,null,null,145.0171,-37.9259,27652,836,null,BAYSIDE,null
18 Hole Course - Public,232,Golf,Brighton Public Golf Course,1,null,null,BAYSID12344,3186,null,Street,null,145.013589,-37.925061,20414,837,BRIGHTON,BAYSIDE,Dendy
9 Hole Course - Public,null,Golf,Cheltenham Golf Club,1,null,null,BAYSID12389,3192,null,Road,null,145.046947,-37.967505,20493,838,CHELTENHAM,BAYSIDE,Weatherall
null,null,Golf,Elsternwick Golf Course,null,4. Good,null,BAYSID5407,null,51 Years +,null,null,144.9941,-37.8859,27658,839,null,BAYSIDE,null
9 Hole Course - Public,null,Golf,Elsternwick Public Golf Course,1,null,null,BAYSID12394,3185,null,Road,null,144.99379,-37.884783,20501,840,ELSTERNWICK,BAYSIDE,Glenhuntly
18 Hole Course - Private,null,Golf,Royal Melbourne Golf Club,1,null,null,BAYSID12338,3192,null,Road,null,145.030318,-37.970892,20404,841,CHELTENHAM,BAYSIDE,Cheltenham
18 Hole Course - Private,null,Golf,Sandringham Golf Links,1,null,null,BAYSID12339,3192,null,Road,null,145.030318,-37.970892,20406,842,CHELTENHAM,BAYSIDE,Cheltenham
18 Hole Course - Private,null,Golf,Victoria Golf Club,1,null,null,BAYSID12390,3192,null,Road,null,145.046947,-37.967505,20494,843,CHELTENHAM,BAYSIDE,Weatherall
null,93,Gymnastics,Brighton Recreation Centre,null,null,null,BAYSID11453,3186,null,Cresent,null,144.994175,-37.909932,27305,844,BRIGHTON,BAYSIDE,Outer
null,null,Hockey,Boss James Reserve,null,4. Good,null,BAYSID5413,null,26 - 50 Years,null,null,145.0218,-37.9426,27669,845,null,BAYSIDE,null
Artificial Turf,null,Hockey,Brighton Secondary College,1,null,null,BAYSID11289,3187,null,Road,null,145.01837,-37.921837,27174,846,BRIGHTON EAST,BAYSIDE,Marriage
Grass,6,Lawn Bowls,Black Rock Bowling Club,3,null,null,BAYSID4267,3193,null,Street,null,145.019631,-37.965687,26734,847,BLACK ROCK,BAYSIDE,Fern
null,null,Lawn Bowls,Brighton Beach Lawn Bowls Club,5,4. Good,null,BAYSID5410,null,51 Years +,null,null,144.9899,-37.9279,27662,848,null,BAYSIDE,null
Grass,null,Lawn Bowls,Brighton Beach Oval,1,null,null,BAYSID12330,3186,null,Road,"Male, Umpire/Officials",144.990557,-37.928371,20393,849,BRIGHTON,BAYSIDE,Beach
Grass,null,Lawn Bowls,Brighton Bowls Club,1,null,null,BAYSID12373,3186,null,Street,null,144.989225,-37.913204,20464,850,BRIGHTON,BAYSIDE,Park
Grass,null,Lawn Bowls,Dendy Park,2,null,null,BAYSID12345,3186,null,Street,null,145.02322,-37.925092,20417,851,BRIGHTON EAST,BAYSIDE,Dendy
Grass,null,Lawn Bowls,Easternwick Park Recreation Oval,2,null,null,BAYSID12352,3185,null,Road,null,144.99379,-37.884783,20433,852,ELSTERNWICK,BAYSIDE,Glenhuntly
Grass,null,Lawn Bowls,F L Yott Reserve,2,null,null,BAYSID12367,3193,null,Street,null,145.038711,-37.991231,20454,853,BEAUMARIS,BAYSIDE,Martin
Grass,null,Lawn Bowls,Hampton Bowls Club,3,null,null,BAYSID12350,3188,null,Road,null,145.0151,-37.937635,20427,854,HAMPTON,BAYSIDE,Fewster
Grass,null,Lawn Bowls,Hampton R.S.L Bowling Club,1,null,null,BAYSID12356,3188,null,Street,null,144.996143,-37.932318,20439,855,HAMPTON,BAYSIDE,Hardie
null,null,Lawn Bowls,Hardie St Lawn Bowls Club,null,4. Good,null,BAYSID5406,null,51 Years +,null,null,144.9963,-37.9323,27657,856,null,BAYSIDE,null
Grass,null,Lawn Bowls,Highett Bowls Club,2,null,null,BAYSID12353,3190,null,Road,null,145.04382,-37.95219,20436,857,HIGHETT,BAYSIDE,Graham
null,null,Lawn Bowls,Lyle Anderson Reserve,null,4. Good,null,BAYSID5399,null,26 - 50 Years,null,null,145.0266,-37.9467,27645,858,null,BAYSIDE,null
Grass,null,Lawn Bowls,Royal Melbourne Golf Club,3,null,null,BAYSID12338,3192,null,Road,null,145.030318,-37.970892,20405,859,CHELTENHAM,BAYSIDE,Cheltenham
Grass,25,Lawn Bowls,Sandringham Bowls Club,2,null,null,BAYSID4268,3191,null,Street,null,145.022221,-37.962034,26735,860,SANDRINGHAM,BAYSIDE,Tulip
null,null,Netball,Boss James Reserve,null,4. Good,null,BAYSID5413,null,26 - 50 Years,null,null,145.0218,-37.9426,27668,861,null,BAYSIDE,null
Asphalt,null,Netball,Glamis Avenue Reserve,6,null,null,BAYSID12351,3188,null,Avenue,null,145.017855,-37.939513,20429,862,HAMPTON,BAYSIDE,Glamis
null,null,Sailing,Beaumaris Motor Yacht Squadron,null,null,null,BAYSID11219,3193,null,Road,null,145.04406,-37.990522,26765,863,BEAUMARIS,BAYSIDE,Beach
null,null,Sailing,Beaumaris Yacht Club,null,null,null,BAYSID11220,3193,null,Road,null,145.027366,-37.98944,26766,864,BEAUMARIS,Bayside City Council,Beach
null,null,Sailing,Black Rock Yacht Club,null,null,null,BAYSID11221,3193,null,Road,null,145.010257,-37.969597,26767,865,BLACK ROCK,BAYSIDE,Beach
null,null,Sailing,Hampton Sailing Club,null,null,null,BAYSID11222,3191,null,Road,null,144.996696,-37.945854,26768,866,SANDRINGHAM,BAYSIDE,Jetty
null,253,Sailing,Royal Brighton Yacht Club,null,null,null,BAYSID11223,3186,null,Esplanade,null,144.98581,-37.909318,26769,867,BRIGHTON,BAYSIDE,The
null,null,Sailing,Sandringham Yacht Club,null,null,null,BAYSID11224,3191,null,Road,null,144.99632,-37.946082,26770,868,SANDRINGHAM,BAYSIDE,Jetty
null,null,Skating,Glamis Avenue Reserve,null,4. Good,null,BAYSID5411,null,26 - 50 Years,null,null,145.018,-37.9393,27665,869,null,BAYSIDE,null
null,null,Skating,Royal Avenue Reserve,1,null,null,BAYSID12379,3191,null,Avenue,null,145.014708,-37.959158,20473,870,SANDRINGHAM,BAYSIDE,Royal
Grass,null,Soccer,Balcombe Park Reserve,1,null,null,BAYSID12333,3193,null,Road,null,145.032051,-37.976708,20399,871,BEAUMARIS,BAYSIDE,Balcombe
Grass,null,Soccer,Bay Road Reserve,2,null,null,BAYSID12361,3191,null,Road,null,145.026686,-37.956597,20447,872,SANDRINGHAM,BAYSIDE,Holloway
Grass,null,Soccer,Beaumaris Reserve,2,null,null,BAYSID12343,3193,null,Road,"Female, Male, Umpire/Officials",145.035302,-37.983088,20411,873,BEAUMARIS,BAYSIDE,Dalgetty
Grass,null,Soccer,Dendy Park,7,null,null,BAYSID12345,3186,null,Street,null,145.02322,-37.925092,20418,874,BRIGHTON EAST,BAYSIDE,Dendy
Grass,null,Soccer,Glamis Avenue Reserve,1,null,null,BAYSID12351,3188,null,Avenue,null,145.017855,-37.939513,20430,875,HAMPTON,BAYSIDE,Glamis
null,null,Soccer,Glamis Avenue Reserve,null,4. Good,null,BAYSID5411,null,26 - 50 Years,null,null,145.018,-37.9393,27664,876,null,BAYSIDE,null
Grass,null,Soccer,R J Sillitoe Reserve,1,null,null,BAYSID12363,3186,null,Street,null,145.02106,-37.93424,20450,877,BRIGHTON,BAYSIDE,Lawson
Grass,null,Soccer,Shipston Reserve,2,null,null,BAYSID12342,3192,null,Road,Same as above,145.048731,-37.968929,20410,878,CHELTENHAM,BAYSIDE,Crawford
Grass,null,Soccer,Tjilatjirrin Reserve,1,null,null,BAYSID12385,3191,null,Street,null,145.023195,-37.961185,20487,879,SANDRINGHAM,BAYSIDE,Tulip
Grass,null,Soccer,Wilson Reserve,3,null,null,BAYSID12372,3186,null,Cresent,null,144.993288,-37.909522,20462,880,BRIGHTON,BAYSIDE,Outer
Grass,null,Softball,Moorabbin West Reserve,1,null,null,BAYSID12391,3188,null,Cresent,null,145.026844,-37.940487,20497,881,HAMPTON EAST,BAYSIDE,Widdop
